"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA_ELEICAO";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"QT_APTOS";"QT_SECOES_PRINCIPAIS";"QT_SECOES_AGREGADAS";"QT_SECOES_NAO_INSTALADAS";"QT_TOTAL_SECOES";"QT_COMPARECIMENTO";"QT_ELEITORES_SECOES_NAO_INSTALADAS";"QT_ABSTENCOES";"ST_VOTO_EM_TRANSITO";"QT_VOTOS";"QT_VOTOS_CONCORRENTES";"QT_TOTAL_VOTOS_VALIDOS";"QT_VOTOS_NOMINAIS_VALIDOS";"QT_TOTAL_VOTOS_LEG_VALIDOS";"QT_VOTOS_LEG_VALIDOS";"QT_VOTOS_NOM_CONVR_LEG_VALIDOS";"QT_TOTAL_VOTOS_ANULADOS";"QT_VOTOS_NOMINAIS_ANULADOS";"QT_VOTOS_LEGENDA_ANULADOS";"QT_TOTAL_VOTOS_ANUL_SUBJUD";"QT_VOTOS_NOMINAIS_ANUL_SUBJUD";"QT_VOTOS_LEGENDA_ANUL_SUBJUD";"QT_VOTOS_BRANCOS";"QT_TOTAL_VOTOS_NULOS";"QT_VOTOS_NULOS";"QT_VOTOS_NULOS_TECNICOS";"QT_VOTOS_ANULADOS_APU_SEP";"HH_ULTIMA_TOTALIZACAO";"DT_ULTIMA_TOTALIZACAO"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89931";"SÃO JOSÉ DOS QUATRO MARCOS";52;7;"Deputado Estadual";14256;57;11;0;68;10264;0;3992;"N";10264;9395;9393;8862;531;531;0;0;0;0;2;2;0;457;412;406;6;0;"15:43:55";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90581";"JURUENA";48;3;"Governador";6321;21;1;0;22;4551;0;1770;"N";4551;3938;3938;3938;0;0;0;0;0;0;0;0;0;224;389;389;0;0;"20:05:52";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90808";"NOVO MUNDO";44;6;"Deputado Federal";5271;16;0;0;16;3879;0;1392;"N";3879;3650;3650;3508;142;142;0;0;0;0;0;0;0;156;73;73;0;0;"15:44:30";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"99031";"FIGUEIRÓPOLIS D OESTE";41;7;"Deputado Estadual";3027;8;16;0;24;2177;0;850;"N";2177;2067;2067;1933;134;134;0;0;0;0;0;0;0;56;54;54;0;0;"15:44:23";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98930";"SORRISO";43;7;"Deputado Estadual";67215;182;4;0;186;52180;0;15035;"N";52180;49035;49012;46848;2164;2164;0;3;3;0;20;20;0;2217;928;896;32;0;"15:43:54";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91049";"SANTA RITA DO TRIVELATO";5;6;"Deputado Federal";2338;7;0;0;7;1658;0;680;"N";1658;1546;1545;1484;61;61;0;1;1;0;0;0;0;66;46;46;0;0;"15:44:23";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90506";"CAMPO VERDE";12;5;"Senador";31570;86;3;0;89;24085;0;7485;"N";24085;17757;17757;17757;0;0;0;0;0;0;0;0;0;1886;4442;1573;2869;0;"20:28:12";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91170";"NOBRES";3;5;"Senador";11637;39;8;0;47;9155;0;2482;"N";9155;7059;7059;7059;0;0;0;0;0;0;0;0;0;482;1614;609;1005;0;"19:45:32";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91219";"NOSSA SENHORA DO LIVRAMENTO";20;7;"Deputado Estadual";12133;54;2;0;56;9883;0;2250;"N";9883;9499;9490;8750;740;740;0;1;1;0;8;8;0;222;162;148;14;0;"15:44:15";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90239";"ARAGUAINHA";8;3;"Governador";1041;5;0;0;5;833;0;208;"N";833;744;744;744;0;0;0;0;0;0;0;0;0;20;69;69;0;0;"19:59:48";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90760";"CARLINDA";24;3;"Governador";7847;27;0;0;27;5836;0;2011;"N";5836;5040;5040;5040;0;0;0;0;0;0;0;0;0;297;499;499;0;0;"20:26:29";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89958";"RIO BRANCO";52;7;"Deputado Estadual";3977;13;7;0;20;3030;0;947;"N";3030;2864;2864;2684;180;180;0;0;0;0;0;0;0;95;71;71;0;0;"15:44:19";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90646";"NOVA MUTUM";5;5;"Senador";32360;88;1;0;89;24771;0;7589;"N";24771;17939;17939;17939;0;0;0;0;0;0;0;0;0;2499;4333;1498;2835;0;"20:30:34";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90042";"ALTO BOA VISTA";15;3;"Governador";4133;16;0;0;16;2933;0;1200;"N";2933;2627;2627;2627;0;0;0;0;0;0;0;0;0;79;227;227;0;0;"19:36:26";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98779";"NOVO SÃO JOAQUIM";26;7;"Deputado Estadual";5328;17;6;0;23;3905;0;1423;"N";3905;3804;3794;3573;221;221;0;10;10;0;0;0;0;52;49;46;3;0;"15:43:54";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90743";"CAMPOS DE JÚLIO";42;3;"Governador";5284;14;0;0;14;3909;0;1375;"N";3909;3350;3350;3350;0;0;0;0;0;0;0;0;0;239;320;320;0;0;"19:44:23";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90204";"GLÓRIA D OESTE";18;3;"Governador";2652;9;1;0;10;2045;0;607;"N";2045;1752;1752;1752;0;0;0;0;0;0;0;0;0;82;211;211;0;0;"19:32:18";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"99015";"COMODORO";61;5;"Senador";14229;48;2;0;50;10107;0;4122;"N";10107;7033;7033;7033;0;0;0;0;0;0;0;0;0;458;2616;781;1835;0;"19:30:11";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90069";"QUERÊNCIA";53;3;"Governador";15010;42;1;0;43;10741;0;4269;"N";10741;9449;9449;9449;0;0;0;0;0;0;0;0;0;537;755;755;0;0;"19:37:44";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"99031";"FIGUEIRÓPOLIS D OESTE";41;3;"Governador";3027;8;16;0;24;2177;0;850;"N";2177;1865;1865;1865;0;0;0;0;0;0;0;0;0;80;232;232;0;0;"20:48:15";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91677";"VÁRZEA GRANDE";20;7;"Deputado Estadual";85001;267;18;0;285;70057;0;14944;"N";70057;62177;62032;58474;3558;3558;0;23;23;0;122;122;0;4821;3059;2768;291;0;"15:43:53";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91910";"ÁGUA BOA";30;3;"Governador";19572;73;2;0;75;14308;0;5264;"N";14308;12715;12715;12715;0;0;0;0;0;0;0;0;0;587;1006;1006;0;0;"20:36:16";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89931";"SÃO JOSÉ DOS QUATRO MARCOS";52;6;"Deputado Federal";14256;57;11;0;68;10264;0;3992;"N";10264;9195;9194;8802;392;392;0;1;1;0;0;0;0;508;561;561;0;0;"15:43:55";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98639";"ARAGUAIANA";9;5;"Senador";3173;10;0;0;10;2339;0;834;"N";2339;983;983;983;0;0;0;0;0;0;0;0;0;56;1300;150;1150;0;"19:44:23";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90352";"BARRA DO GARÇAS";9;3;"Governador";47582;141;73;0;214;34222;0;13360;"N";34222;28601;28601;28601;0;0;0;0;0;0;0;0;0;2282;3339;3339;0;0;"20:36:18";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90247";"SÃO JOSÉ DO XINGU";28;6;"Deputado Federal";4470;14;1;0;15;2944;0;1526;"N";2944;2806;2806;2708;98;98;0;0;0;0;0;0;0;81;57;57;0;0;"15:44:09";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90484";"CAMPO NOVO DO PARECIS";60;7;"Deputado Estadual";26832;73;0;0;73;19949;0;6883;"N";19949;18041;18011;17265;746;746;0;0;0;0;30;30;0;1425;483;472;11;0;"15:44:27";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89915";"JAURU";41;7;"Deputado Estadual";7651;24;17;0;41;5048;0;2603;"N";5048;4811;4808;4533;275;275;0;2;2;0;1;1;0;123;114;112;2;0;"15:44:15";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89974";"SALTO DO CÉU";52;6;"Deputado Federal";2925;9;10;0;19;2281;0;644;"N";2281;2188;2188;2129;59;59;0;0;0;0;0;0;0;37;56;56;0;0;"15:44:14";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90387";"NOVA BANDEIRANTES";50;3;"Governador";9301;29;0;0;29;6608;0;2693;"N";6608;5829;5829;5829;0;0;0;0;0;0;0;0;0;255;524;524;0;0;"19:02:12";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90077";"ALTO GARÇAS";45;5;"Senador";8253;31;0;0;31;6213;0;2040;"N";6213;4198;4198;4198;0;0;0;0;0;0;0;0;0;473;1542;637;905;0;"18:53:16";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89800";"CURVELÂNDIA";18;5;"Senador";4336;16;0;0;16;3396;0;940;"N";3396;2606;2606;2606;0;0;0;0;0;0;0;0;0;99;691;251;440;0;"20:23:06";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90905";"BOM JESUS DO ARAGUAIA";53;6;"Deputado Federal";5011;17;1;0;18;3480;0;1531;"N";3480;3371;3365;3243;122;122;0;6;6;0;0;0;0;65;44;44;0;0;"15:44:22";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98914";"RESERVA DO CABAÇAL";41;6;"Deputado Federal";1948;6;5;0;11;1383;0;565;"N";1383;1323;1323;1278;45;45;0;0;0;0;0;0;0;36;24;24;0;0;"15:44:13";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90344";"PLANALTO DA SERRA";34;7;"Deputado Estadual";2650;9;3;0;12;2030;0;620;"N";2030;1975;1935;1790;145;145;0;2;2;0;38;38;0;20;35;33;2;0;"15:44:18";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91553";"SANTO ANTÔNIO DO LEVERGER";38;6;"Deputado Federal";16267;53;23;0;76;13147;0;3120;"N";13147;12600;12600;12108;492;492;0;0;0;0;0;0;0;325;222;222;0;0;"15:43:54";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89850";"SINOP";22;5;"Senador";107209;297;6;0;303;81895;0;25314;"N";81895;63802;63802;63802;0;0;0;0;0;0;0;0;0;5971;12122;4680;7442;0;"20:50:49";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90301";"LAMBARI D OESTE";52;3;"Governador";4388;15;6;0;21;3150;0;1238;"N";3150;2794;2794;2794;0;0;0;0;0;0;0;0;0;100;256;256;0;0;"20:19:08";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91979";"SANTA TEREZINHA";16;5;"Senador";4956;22;0;0;22;3512;0;1444;"N";3512;1895;1895;1895;0;0;0;0;0;0;0;0;0;96;1521;263;1258;0;"20:24:17";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98876";"PORTO ESPERIDIÃO";18;5;"Senador";7716;25;1;0;26;5599;0;2117;"N";5599;3665;3665;3665;0;0;0;0;0;0;0;0;0;151;1783;390;1393;0;"19:40:00";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98671";"COCALINHO";30;7;"Deputado Estadual";4815;16;4;0;20;3231;0;1584;"N";3231;3129;3129;2894;235;235;0;0;0;0;0;0;0;55;47;47;0;0;"15:44:16";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91359";"PORTO DOS GAÚCHOS";27;3;"Governador";4001;12;1;0;13;3015;0;986;"N";3015;2707;2707;2707;0;0;0;0;0;0;0;0;0;105;203;203;0;0;"20:00:55";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90867";"NOVA LACERDA";61;3;"Governador";4617;15;0;0;15;3124;0;1493;"N";3124;2811;2811;2811;0;0;0;0;0;0;0;0;0;76;237;237;0;0;"19:04:36";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91219";"NOSSA SENHORA DO LIVRAMENTO";20;5;"Senador";12133;54;2;0;56;9883;0;2250;"N";9883;4185;4185;4185;0;0;0;0;0;0;0;0;0;368;5330;799;4531;0;"22:00:34";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98833";"PARANAÍTA";24;3;"Governador";9182;29;2;0;31;6886;0;2296;"N";6886;6122;6122;6122;0;0;0;0;0;0;0;0;0;241;523;523;0;0;"22:11:38";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89960";"RONDOLÂNDIA";61;6;"Deputado Federal";2757;12;0;0;12;1907;0;850;"N";1907;1835;1835;1771;64;64;0;0;0;0;0;0;0;36;36;36;0;0;"15:44:20";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98817";"PEIXOTO DE AZEVEDO";33;7;"Deputado Estadual";22862;77;7;0;84;16816;0;6046;"N";16816;15849;15844;14729;1115;1115;0;3;3;0;2;2;0;651;316;301;15;0;"15:44:17";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90336";"BARRA DO BUGRES";13;6;"Deputado Federal";24062;75;8;0;83;17886;0;6176;"N";17886;16450;16448;15789;659;659;0;2;2;0;0;0;0;895;541;539;2;0;"15:44:08";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91774";"MIRASSOL D OESTE";18;5;"Senador";19824;64;8;0;72;14706;0;5118;"N";14706;10194;10194;10194;0;0;0;0;0;0;0;0;0;1148;3364;1310;2054;0;"19:39:57";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91510";"RONDONÓPOLIS";46;7;"Deputado Estadual";90872;269;6;0;275;70714;0;20158;"N";70714;64226;64176;61062;3114;3114;0;31;31;0;19;19;0;3702;2786;2755;31;0;"15:43:53";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90140";"NOVA GUARITA";33;7;"Deputado Estadual";3900;11;1;0;12;2882;0;1018;"N";2882;2670;2670;2502;168;168;0;0;0;0;0;0;0;139;73;66;7;0;"15:44:11";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98191";"JUARA";27;5;"Senador";24406;76;7;0;83;17702;0;6704;"N";17702;14066;14066;14066;0;0;0;0;0;0;0;0;0;1126;2510;1359;1151;0;"22:16:02";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90670";"CUIABÁ";39;5;"Senador";108737;329;34;0;363;91715;0;17022;"N";91715;59792;59792;59792;0;0;0;0;0;0;0;0;0;7593;24330;8225;16105;0;"20:26:24";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89850";"SINOP";22;3;"Governador";107209;297;6;0;303;81895;0;25314;"N";81895;70304;70304;70304;0;0;0;0;0;0;0;0;0;5499;6092;6092;0;0;"20:50:49";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89931";"SÃO JOSÉ DOS QUATRO MARCOS";52;5;"Senador";14256;57;11;0;68;10264;0;3992;"N";10264;6816;6816;6816;0;0;0;0;0;0;0;0;0;718;2730;1082;1648;0;"19:33:41";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90824";"GAÚCHA DO NORTE";57;3;"Governador";5403;18;4;0;22;3987;0;1416;"N";3987;3570;3570;3570;0;0;0;0;0;0;0;0;0;112;305;305;0;0;"20:20:49";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90590";"CHAPADA DOS GUIMARÃES";34;5;"Senador";16715;53;11;0;64;12835;0;3880;"N";12835;8664;8664;8664;0;0;0;0;0;0;0;0;0;628;3543;948;2595;0;"20:35:27";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98892";"PRIMAVERA DO LESTE";40;5;"Senador";49909;144;0;0;144;38997;0;10912;"N";38997;29501;29501;29501;0;0;0;0;0;0;0;0;0;3492;6004;2853;3151;0;"19:44:21";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91049";"SANTA RITA DO TRIVELATO";5;3;"Governador";2338;7;0;0;7;1658;0;680;"N";1658;1472;1472;1472;0;0;0;0;0;0;0;0;0;63;123;123;0;0;"20:02:04";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90670";"CUIABÁ";51;7;"Deputado Estadual";114050;330;0;0;330;95627;0;18423;"N";95627;86199;85628;81646;3982;3982;0;40;40;0;531;531;0;5286;4142;3617;525;0;"15:43:55";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98612";"ALTO TAQUARI";8;6;"Deputado Federal";7395;24;0;0;24;5461;0;1934;"N";5461;4940;4939;4771;168;168;0;1;1;0;0;0;0;332;189;188;1;0;"15:44:21";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98337";"DENISE";13;7;"Deputado Estadual";5629;17;4;0;21;4512;0;1117;"N";4512;4283;4282;4025;257;257;0;0;0;0;1;1;0;131;98;95;3;0;"15:44:03";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89834";"PARANATINGA";57;7;"Deputado Estadual";15656;51;3;0;54;11203;0;4453;"N";11203;10431;10253;9550;703;703;0;41;41;0;137;137;0;487;285;257;28;0;"15:44:29";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91634";"TORIXORÉU";9;7;"Deputado Estadual";3429;12;19;0;31;2701;0;728;"N";2701;2613;2612;2428;184;184;0;1;1;0;0;0;0;39;49;46;3;0;"15:44:06";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91006";"CONQUISTA D OESTE";61;3;"Governador";3024;9;0;0;9;2163;0;861;"N";2163;1909;1909;1909;0;0;0;0;0;0;0;0;0;71;183;183;0;0;"18:46:33";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90182";"PORTO ESTRELA";13;5;"Senador";3123;11;4;0;15;2401;0;722;"N";2401;1487;1487;1487;0;0;0;0;0;0;0;0;0;60;854;181;673;0;"20:24:14";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90727";"SAPEZAL";42;7;"Deputado Estadual";19042;48;0;0;48;13268;0;5774;"N";13268;11923;11891;11378;513;513;0;6;6;0;26;26;0;958;387;377;10;0;"15:43:54";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90646";"NOVA MUTUM";5;6;"Deputado Federal";32360;88;1;0;89;24771;0;7589;"N";24771;21833;21824;21080;744;744;0;9;9;0;0;0;0;2182;756;754;2;0;"15:44:09";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91391";"POXORÉU";47;7;"Deputado Estadual";14441;51;10;0;61;9985;0;4456;"N";9985;9335;9077;8405;672;672;0;249;249;0;9;9;0;367;283;279;4;0;"15:43:53";"12/12/2022"
